user_id,pred3
13466,"Toys,Fashion,Groceries"
13469,"Fashion,Phones,Toys"
13473,"Phones,Toys,Home Decor"
13475,"Toys,Phones,Home Decor"
13476,"Home Decor,Toys,Fashion"
13477,"Phones,Fashion,Toys"
13479,"Phones,Fashion,Laptops"
13480,"Home Decor,Phones,Gaming"
13482,"Fashion,Phones,Painiting Supplies"
13489,"Phones,Toys,Home Decor"
13495,"Fashion,Phones,Gaming"
13500,"Phones,Toys,Fitness"
13501,"Phones,Home Decor,Fashion"
13502,"Back to School,Phones,Books"
13505,"Phones,Home Decor,Toys"
13506,"Phones,Toys,Fashion"
13512,"Fashion,Phones,Toys"
13516,"Fashion,Phones,Home Decor"
13521,"Phones,Fashion,Toys"
13526,"Fashion,Phones,Back to School"
13528,"Phones,Fashion,Toys"
13531,"Home Decor,Fashion,Phones"
13533,"Phones,Toys,Home Decor"
13534,"Phones,Groceries,Fashion"
13536,"Fashion,Phones,Ereaders"
13537,"Toys,Phones,Fashion"
13538,"Phones,Home Decor,Gaming"
13540,"Fashion,Phones,Pet Supplies"
13542,"Gaming,Phones,Groceries"
13544,"Gaming,Home Decor,Fashion"
13545,"Fitness,Phones,Fashion"
13546,"Phones,Toys,Books"
13548,"Fashion,Books,Toys"
13553,"Fashion,Phones,Back to School"
13555,"Phones,Fashion,Toys"
13556,"Back to School,Phones,Kitchen cleaning Supplies"
13562,"Phones,Fashion,Toys"
13565,"Phones,Toys,Fashion"
13567,"Home Decor,Fashion,Phones"
13569,"Fashion,Phones,Home Decor"
13573,"Back to School,Phones,Fashion"
13574,"Phones,Gaming,Home Decor"
13577,"Phones,Beauty Products,Home Decor"
13578,"Phones,Fashion,Gaming"
13585,"Phones,Kitchen cleaning Supplies,Home Decor"
13587,"Home Decor,Gaming,Phones"
13592,"Fashion,Phones,Gaming"
13598,"Phones,Fashion,Toys"
13607,"Toys,Phones,Painiting Supplies"
13609,"Phones,Toys,Groceries"
13610,"Fashion,Back to School,Phones"
13611,"Fashion,Phones,Home Decor"
13613,"Back to School,Phones,Board Games"
13614,"Toys,Phones,Fitness"
13616,"Phones,Toys,Fashion"
13617,"Phones,Toys,Fashion"
13619,"Phones,Fashion,Gaming"
13624,"Phones,Fashion,Beauty Products"
13625,"Home Decor,Fashion,Phones"
13628,"Fashion,Phones,Home Decor"
13631,"Home Decor,Phones,Groceries"
13632,"Toys,Phones,Home Decor"
13633,"Fashion,Toys,Home Decor"
13634,"Home Decor,Phones,Pet Supplies"
13639,"Phones,Fashion,Toys"
13640,"Back to School,Fashion,Kitchen cleaning Supplies"
13643,"Fashion,Phones,Gaming"
13644,"Phones,Home Decor,Fashion"
13645,"Toys,Home Decor,Consumer Durables"
13646,"Phones,Home Decor,Beauty Products"
13648,"Back to School,Phones,Fashion"
13652,"Fashion,Gaming,Groceries"
13657,"Toys,Fashion,Gaming"
13660,"Fashion,Phones,Toys"
13664,"Fashion,Back to School,Phones"
13665,"Home Decor,Back to School,Phones"
13666,"Phones,Back to School,Fashion"
13668,"Phones,Back to School,Beauty Products"
13671,"Phones,Toys,Home Decor"
13673,"Fashion,Toys,Phones"
13674,"Fashion,Home Decor,Back to School"
13682,"Phones,Fashion,Toys"
13683,"Fashion,Phones,Home Decor"
13684,"Phones,Books,Fashion"
13686,"Phones,Home Decor,Fashion"
13691,"Fashion,Home Decor,Phones"
13693,"Home Decor,Toys,Phones"
13700,"Toys,Phones,Fashion"
13704,"Fashion,Phones,Home Decor"
13706,"Fashion,Phones,Toys"
13710,"Fashion,Phones,Back to School"
13715,"Fashion,Phones,Ereaders"
13716,"Phones,Fashion,Home Decor"
13717,"Phones,Home Decor,Groceries"
13720,"Fashion,Phones,Toys"
13722,"Home Decor,Toys,Books"
13723,"Home Decor,Fashion,Gaming"
13724,"Phones,Home Decor,Beauty Products"
13731,"Phones,Fashion,Kitchen cleaning Supplies"
13732,"Phones,Toys,Fitness"
13734,"Phones,Home Decor,Fashion"
13739,"Phones,Kitchen cleaning Supplies,Home Decor"
13742,"Fashion,Phones,Kitchen cleaning Supplies"
13743,"Fashion,Toys,Phones"
13748,"Toys,Phones,Beauty Products"
13751,"Phones,Beauty Products,Home Decor"
13753,"Phones,Fashion,Toys"
13754,"Home Decor,Fashion,Phones"
13757,"Phones,Home Decor,Fashion"
13763,"Phones,Gaming,Home Decor"
13765,"Fashion,Gaming,Phones"
13768,"Phones,Toys,Pet Supplies"
13773,"Phones,Fashion,Toys"
13774,"Fashion,Toys,Phones"
13775,"Fashion,Toys,Phones"
13776,"Fashion,Toys,Home Decor"
13779,"Toys,Fashion,Phones"
13780,"Phones,Home Decor,Fashion"
13781,"Phones,Toys,Fitness"
13785,"Fashion,Phones,Groceries"
13787,"Phones,Fashion,Toys"
13789,"Fashion,Phones,Pet Supplies"
13792,"Fashion,Phones,Groceries"
13795,"Fashion,Phones,Gaming"
13800,"Fashion,Phones,Home Decor"
13801,"Phones,Fashion,Toys"
13809,"Back to School,Phones,Groceries"
13810,"Fashion,Toys,Groceries"
13813,"Phones,Home Decor,Gaming"
13814,"Home Decor,Phones,Back to School"
13816,"Phones,Back to School,Fashion"
13819,"Fashion,Phones,Toys"
13820,"Phones,Toys,Fashion"
13821,"Fashion,Phones,Toys"
13824,"Fashion,Phones,Kitchen cleaning Supplies"
13825,"Phones,Fashion,Laptops"
13826,"Fashion,Phones,Pet Supplies"
13827,"Toys,Fashion,Gaming"
13831,"Phones,Fashion,Back to School"
13832,"Fashion,Toys,TVs"
13834,"Fashion,Gaming,Phones"
13835,"Fashion,Toys,Home Decor"
13837,"Phones,Fashion,Ereaders"
13839,"Phones,Home Decor,Toys"
13841,"Fashion,Toys,Groceries"
13843,"Phones,Toys,Fashion"
13845,"Phones,Fashion,Home Decor"
13848,"Phones,Toys,Fashion"
13849,"Phones,Gaming,Home Decor"
13853,"Fashion,Phones,Home Decor"
13855,"Home Decor,Back to School,Phones"
13856,"Phones,Toys,Home Decor"
13857,"Phones,Fashion,Toys"
13858,"Home Decor,Gaming,Phones"
13859,"Phones,Fashion,Beauty Products"
13863,"Phones,Fashion,Home Decor"
13868,"Fashion,Gaming,Groceries"
13870,"Fashion,Phones,Laptops"
13871,"Phones,Toys,Ereaders"
13873,"Phones,Toys,Fashion"
13874,"Toys,Phones,Home Decor"
13875,"Fashion,Toys,Beauty Products"
13879,"Phones,Fashion,Home Decor"
13883,"Phones,Fashion,Home Decor"
13885,"Phones,Fashion,Toys"
13886,"Toys,Phones,Home Decor"
13891,"Phones,Fashion,Books"
13892,"Phones,Gaming,Home Decor"
13894,"Phones,Gaming,Fashion"
13897,"Gaming,Phones,Books"
13900,"Fashion,Phones,Groceries"
13901,"Phones,Home Decor,Fashion"
13903,"Phones,Pet Supplies,Home Decor"
13904,"Toys,Gaming,Phones"
13905,"Phones,Fashion,Toys"
13911,"Fashion,Toys,Phones"
13912,"Toys,TVs,Beauty Products"
13914,"Fashion,Home Decor,Phones"
13921,"Toys,Phones,Board Games"
13922,"Phones,Fashion,Gaming"
13927,"Phones,Beauty Products,Toys"
13928,"Fashion,Toys,Gaming"
13929,"Phones,Gaming,Home Decor"
13930,"Fashion,Phones,Books"
13932,"Phones,Home Decor,Toys"
13934,"Phones,Fashion,Gaming"
13936,"Fashion,Phones,Back to School"
13937,"Gaming,Phones,Fashion"
13938,"Toys,Fashion,Painiting Supplies"
13940,"Phones,Home Decor,Gaming"
13942,"Phones,Toys,Fashion"
13943,"Gaming,Phones,Home Decor"
13944,"Fashion,Phones,Home Decor"
13945,"Phones,Fashion,Groceries"
13946,"Toys,Fashion,Gaming"
13954,"Fashion,Toys,Phones"
13955,"Fashion,Phones,Back to School"
13956,"Fashion,Home Decor,Gaming"
13957,"Fashion,Home Decor,Phones"
13958,"Toys,Phones,Back to School"
13962,"Toys,Phones,Beauty Products"
13967,"Home Decor,Phones,Fashion"
13969,"Back to School,Phones,Painiting Supplies"
13972,"Fashion,Phones,Toys"
13973,"Phones,Fashion,Toys"
13976,"Phones,Home Decor,Fashion"
13978,"Gaming,Phones,Fashion"
13980,"Phones,Fashion,Home Decor"
13981,"Phones,Home Decor,Fashion"
13982,"Fashion,Phones,Books"
13983,"Fashion,Toys,Home Decor"
13985,"Fashion,Phones,Home Decor"
13986,"Fashion,Toys,Phones"
13988,"Phones,Toys,Groceries"
13991,"Phones,Toys,Fashion"
13992,"Toys,Fashion,Books"
13993,"Phones,Toys,Groceries"
13994,"Phones,Fashion,Toys"
13995,"Phones,Groceries,Toys"
14001,"Phones,Beauty Products,Groceries"
14002,"Phones,Toys,Home Decor"
14003,"Toys,Laptops,Books"
14011,"Fashion,Phones,Home Decor"
14014,"Fashion,Gaming,Phones"
14016,"Phones,Toys,Fashion"
14018,"Toys,Phones,Home Decor"
14021,"Fashion,Home Decor,Phones"
14022,"Phones,Home Decor,Ereaders"
14023,"Home Decor,Beauty Products,Toys"
14024,"Back to School,Phones,Fashion"
14025,"Fashion,Toys,Gaming"
14028,"Phones,Gaming,Fashion"
14038,"Fashion,Phones,Toys"
14043,"Phones,Books,Fashion"
14044,"Gaming,Phones,Home Decor"
14047,"Fashion,Home Decor,Gaming"
14049,"Phones,Fashion,Board Games"
14050,"Fashion,Phones,Painiting Supplies"
14053,"Back to School,Phones,Home Decor"
14059,"Toys,Phones,Home Decor"
14061,"Gaming,Fashion,Home Decor"
14062,"Fashion,Phones,Toys"
14063,"Fashion,Phones,Groceries"
14064,"Home Decor,Toys,Fashion"
14065,"Fashion,Phones,Back to School"
14068,"Fashion,Phones,Books"
14075,"Phones,Toys,Fitness"
14077,"Fashion,Phones,Books"
14080,"Fashion,Back to School,Phones"
14082,"Toys,Home Decor,Phones"
14085,"Phones,Books,Home Decor"
14086,"Fashion,Home Decor,Phones"
14089,"Toys,Phones,Fashion"
14095,"Fashion,Phones,Home Decor"
14096,"Fashion,Beauty Products,Phones"
14097,"Phones,Home Decor,Fashion"
14102,"Phones,Toys,Back to School"
14103,"Phones,Fashion,Toys"
14104,"Toys,Fitness,Home Decor"
14106,"Phones,Fashion,Kitchen cleaning Supplies"
14109,"Books,Home Decor,Gaming"
14110,"Fashion,Phones,Board Games"
14114,"Phones,Fashion,Toys"
14120,"Phones,Fashion,Toys"
14121,"Phones,Fashion,Toys"
14122,"Phones,Fashion,Groceries"
14123,"Phones,Gaming,Fashion"
14125,"Phones,Toys,Home Decor"
14127,"Phones,Fashion,Groceries"
14131,"Fashion,Groceries,Toys"
14132,"Fashion,Phones,Toys"
14134,"Fashion,Back to School,Groceries"
14138,"Toys,Fashion,Home Decor"
14142,"Phones,Fashion,Back to School"
14148,"Phones,Fashion,Back to School"
14151,"Fashion,Home Decor,Phones"
14152,"Phones,Ereaders,Fashion"
14156,"Fashion,Phones,Beauty Products"
14158,"Home Decor,Phones,Toys"
14161,"Fashion,Back to School,Phones"
14167,"Fashion,Phones,Beauty Products"
14169,"Phones,Toys,Fashion"
14170,"Toys,Home Decor,Fashion"
14171,"Phones,Toys,Groceries"
14172,"Phones,Home Decor,Fashion"
14177,"Fashion,Gaming,Home Decor"
14178,"Phones,Gaming,Fashion"
14185,"Phones,Home Decor,Gaming"
14188,"Phones,Fashion,Painiting Supplies"
14189,"Phones,Books,Toys"
14190,"Phones,Pet Supplies,Toys"
14192,"Fashion,Phones,Home Decor"
14194,"Fashion,Phones,Gaming"
14195,"Phones,Fashion,Toys"
14198,"Phones,Toys,Groceries"
14199,"Toys,Phones,Fashion"
14201,"Fashion,Phones,Books"
14205,"Phones,Fashion,Gaming"
14207,"Phones,Fashion,Fitness"
14211,"Fashion,Phones,Toys"
14214,"Phones,Fashion,Toys"
14217,"Phones,Back to School,Home Decor"
14219,"Groceries,Phones,Fashion"
14221,"Fashion,Phones,Home Decor"
14222,"Phones,Fashion,Pet Supplies"
14223,"Phones,Back to School,Home Decor"
14224,"Toys,Fashion,Board Games"
14225,"Phones,Home Decor,Fashion"
14229,"Fashion,Phones,Laptops"
14231,"Phones,Toys,Fashion"
14233,"Phones,Gaming,Beauty Products"
14235,"Gaming,Fashion,Phones"
14236,"Phones,Fashion,Toys"
14237,"Toys,Phones,Fitness"
14238,"Phones,Home Decor,Toys"
14239,"Phones,Kitchen cleaning Supplies,Gaming"
14242,"Phones,Kitchen cleaning Supplies,Home Decor"
14243,"Gaming,Phones,Fitness"
14245,"Home Decor,Phones,Gaming"
14250,"Phones,Home Decor,Books"
14251,"Fashion,Phones,Home Decor"
14254,"Fashion,Phones,Pet Supplies"
14255,"Phones,Gaming,Groceries"
14257,"Fashion,Home Decor,Gaming"
14258,"Toys,Phones,Fitness"
14262,"Phones,Toys,Home Decor"
14263,"Fashion,Home Decor,Phones"
14265,"Phones,Toys,Fashion"
14269,"Phones,Fashion,Toys"
14270,"Fashion,Phones,Toys"
14274,"Phones,Fashion,Back to School"
14277,"Home Decor,Books,Groceries"
14281,"Fashion,Toys,TVs"
14284,"Phones,Toys,Fashion"
14288,"Phones,Fashion,Toys"
14290,"Phones,Home Decor,Toys"
14293,"Phones,Back to School,Fashion"
14300,"Books,Fashion,Phones"
14302,"Phones,Kitchen cleaning Supplies,Fashion"
14304,"Fashion,Back to School,Phones"
14305,"Fashion,Toys,Home Decor"
14317,"Phones,Fashion,Toys"
14319,"Gaming,Phones,Fashion"
14321,"Toys,Fashion,Home Decor"
14323,"Phones,Fashion,Toys"
14324,"Fashion,Toys,Phones"
14328,"Phones,Groceries,Fashion"
14329,"Fashion,Phones,Kitchen cleaning Supplies"
14334,"Phones,Gaming,Home Decor"
14340,"Phones,Fashion,Home Decor"
14341,"Phones,Fashion,Painiting Supplies"
14342,"Toys,Fashion,Phones"
14343,"Fashion,Toys,Home Decor"
14346,"Phones,Fashion,Toys"
14348,"Fashion,Gaming,Phones"
14350,"Phones,Toys,Home Decor"
14352,"Phones,Toys,Home Decor"
14353,"Phones,Gaming,Home Decor"
14357,"Phones,Toys,Fashion"
14358,"Toys,Phones,Home Decor"
14359,"Phones,Toys,Beauty Products"
14360,"Toys,Home Decor,Phones"
14363,"Phones,Back to School,Fashion"
14365,"Toys,Fashion,Phones"
14366,"Gaming,Home Decor,Fashion"
14367,"Fashion,Phones,Painiting Supplies"
14373,"Phones,Fashion,Toys"
14374,"Fashion,Phones,Home Decor"
14375,"Fashion,Toys,Groceries"
14377,"Fashion,Phones,Toys"
14378,"Gaming,Home Decor,Books"
14381,"Toys,Fashion,Phones"
14383,"Phones,Fashion,Home Decor"
14384,"Back to School,Phones,Home Decor"
14386,"Fitness,Phones,Fashion"
14388,"Toys,Phones,Kitchen cleaning Supplies"
14390,"Phones,Gaming,Fashion"
14391,"Phones,Home Decor,Fashion"
14395,"Phones,Fashion,Consumer Durables"
14396,"Phones,Home Decor,Fashion"
14399,"Phones,Fashion,Gaming"
14401,"Fashion,Phones,Painiting Supplies"
14405,"Fashion,Groceries,Pet Supplies"
14409,"Phones,Fashion,Gaming"
14410,"Fashion,Back to School,Groceries"
14411,"Phones,Fashion,Books"
14413,"Phones,Toys,Groceries"
14418,"Fashion,Phones,Gaming"
14420,"Fashion,Phones,Books"
14421,"Home Decor,Toys,Phones"
14422,"Phones,Fashion,Gaming"
14423,"Fashion,Phones,Back to School"
14425,"Phones,Toys,Fashion"
14426,"Phones,Groceries,Gaming"
14427,"Phones,Toys,Painiting Supplies"
14428,"Phones,Books,Home Decor"
14430,"Fashion,Toys,Home Decor"
14432,"Phones,Board Games,Fashion"
14433,"Home Decor,Phones,Gaming"
14437,"Phones,Back to School,Painiting Supplies"
14440,"Fashion,Phones,Home Decor"
14441,"Phones,Pet Supplies,Fashion"
14445,"Fashion,Toys,Phones"
14448,"Phones,Back to School,Fashion"
14450,"Home Decor,Fashion,Phones"
14451,"Fashion,Phones,Gaming"
14454,"Fashion,Phones,Toys"
14456,"Toys,Phones,Fashion"
14458,"Fashion,Gaming,Phones"
14460,"Fashion,Phones,Toys"
14462,"Phones,Beauty Products,Board Games"
14463,"Toys,Kitchen cleaning Supplies,Fitness"
14468,"Phones,Fashion,Toys"
14471,"Phones,Home Decor,Groceries"
14472,"Fashion,Phones,Toys"
14475,"Phones,Toys,Fitness"
14478,"Fashion,Phones,Gaming"
14482,"Fashion,Phones,Back to School"
14484,"Phones,Back to School,Home Decor"
14485,"Phones,Toys,Kitchen cleaning Supplies"
14487,"Home Decor,Fashion,Phones"
14488,"Phones,Toys,Home Decor"
14490,"Phones,Fashion,Toys"
14492,"Phones,Gaming,Fashion"
14494,"Fashion,Phones,Groceries"
14498,"Fashion,Toys,Phones"
14505,"Phones,Beauty Products,Groceries"
14506,"Phones,Toys,Home Decor"
14507,"Home Decor,Toys,Fashion"
14512,"Phones,Back to School,Fashion"
14514,"Fashion,Phones,Toys"
14518,"Phones,Home Decor,Books"
14521,"Fashion,Phones,Fitness"
14522,"Fashion,Home Decor,Groceries"
14523,"Phones,Toys,Groceries"
14524,"Phones,Home Decor,Toys"
14528,"Fashion,Phones,Groceries"
14530,"Phones,Fashion,Toys"
14533,"Fashion,Phones,Toys"
14541,"Gaming,Phones,Home Decor"
14542,"Back to School,Fashion,Phones"
14543,"Home Decor,Gaming,Beauty Products"
14544,"Phones,Home Decor,Fashion"
14548,"Home Decor,Phones,Back to School"
14549,"Back to School,Home Decor,Gaming"
14550,"Phones,Beauty Products,Board Games"
14551,"Fashion,Phones,Home Decor"
14552,"Phones,Toys,Groceries"
14554,"Gaming,Phones,Home Decor"
14558,"Toys,Phones,Home Decor"
14563,"Phones,Fashion,Gaming"
14564,"Home Decor,Phones,Toys"
14565,"Phones,Board Games,Books"
14566,"Fashion,Phones,Board Games"
14568,"Phones,Fashion,Home Decor"
14569,"Phones,Home Decor,Fashion"
14572,"Phones,Toys,Fashion"
14573,"Phones,Fashion,Toys"
14575,"Books,Fashion,Phones"
14576,"Phones,Toys,Fashion"
14578,"Phones,Fashion,Back to School"
14579,"Home Decor,Toys,Consumer Durables"
14581,"Phones,Books,Fashion"
14591,"Phones,Fashion,Toys"
14592,"Phones,Back to School,Fashion"
14593,"Back to School,Phones,Home Decor"
14594,"Fashion,Gaming,Phones"
14599,"Phones,Fashion,Kitchen cleaning Supplies"
14600,"Phones,Home Decor,Gaming"
14603,"Phones,Toys,Groceries"
14606,"Toys,Home Decor,Ereaders"
14607,"Fashion,Phones,Home Decor"
14610,"Fashion,Phones,Toys"
14611,"Phones,Kitchen cleaning Supplies,Home Decor"
14618,"Phones,Toys,Home Decor"
14624,"Phones,Toys,Books"
14628,"Phones,Back to School,Fashion"
14631,"Home Decor,Phones,Toys"
14632,"Phones,Painiting Supplies,Kitchen cleaning Supplies"
14634,"Phones,Gaming,Fitness"
14636,"Phones,Back to School,Fashion"
14640,"Phones,Toys,Home Decor"
14641,"Phones,Gaming,Fashion"
14642,"Fashion,Phones,Books"
14644,"Phones,Groceries,Fashion"
14648,"Fashion,Phones,Home Decor"
14650,"Back to School,Home Decor,Board Games"
14651,"Phones,Fashion,Home Decor"
14658,"Toys,Fashion,Phones"
14659,"Phones,Fashion,Toys"
14661,"Phones,Fitness,Home Decor"
14664,"Fashion,Gaming,Phones"
14668,"Phones,Fashion,Books"
14669,"Phones,Fashion,Back to School"
14670,"Phones,Fashion,Toys"
14672,"Fashion,Phones,Painiting Supplies"
14673,"Toys,Phones,Home Decor"
14675,"Fashion,Phones,Back to School"
14678,"Fashion,Gaming,Home Decor"
14679,"Phones,Fashion,Toys"
14680,"Fashion,Phones,Groceries"
14682,"Phones,Fashion,Back to School"
14686,"Toys,Phones,Fitness"
14689,"Groceries,Home Decor,Phones"
14694,"Phones,Home Decor,Back to School"
14700,"Home Decor,Phones,Toys"
14704,"Fashion,Home Decor,Back to School"
14707,"Phones,Fashion,Back to School"
14709,"Toys,Fashion,Phones"
14710,"Phones,Toys,Groceries"
14715,"Phones,Fashion,Toys"
14717,"Fashion,Phones,Toys"
14718,"Phones,Fashion,Toys"
14721,"Fashion,Phones,Toys"
14724,"Fashion,Phones,Toys"
14725,"Fashion,Phones,Toys"
14727,"Fashion,Phones,Toys"
14728,"Phones,Toys,Fashion"
14735,"Phones,Home Decor,Fashion"
14736,"Phones,Pet Supplies,Kitchen cleaning Supplies"
14741,"Fashion,Groceries,Toys"
14745,"Phones,Groceries,Fitness"
14752,"Toys,Kitchen cleaning Supplies,Board Games"
14753,"Toys,Fashion,Phones"
14754,"Phones,Fashion,Home Decor"
14757,"Fashion,Toys,Phones"
14759,"Phones,Back to School,Fashion"
14761,"Fashion,Phones,Home Decor"
14763,"Back to School,Fashion,Toys"
14764,"Phones,Toys,Ereaders"
14769,"Phones,Fashion,Toys"
14771,"Phones,Gaming,Fashion"
14777,"Fitness,Phones,Books"
14778,"Toys,Phones,Groceries"
14779,"Fashion,Phones,Groceries"
14781,"Groceries,Phones,Fashion"
14786,"Phones,Gaming,Fitness"
14787,"Fashion,Toys,Fitness"
14788,"Home Decor,Fashion,Phones"
14789,"Phones,Home Decor,Toys"
14792,"Fashion,Phones,Toys"
14799,"Back to School,Phones,Books"
14807,"Fashion,Home Decor,Back to School"
14808,"Phones,Home Decor,Toys"
14810,"Phones,Fashion,Painiting Supplies"
14814,"Phones,Fashion,Toys"
14820,"Phones,Groceries,Gaming"
14822,"Toys,Phones,Home Decor"
14824,"Phones,Fashion,Toys"
14826,"Fashion,Phones,Home Decor"
14827,"Fashion,Phones,Gaming"
14830,"Phones,Toys,Board Games"
14833,"Phones,Gaming,Fashion"
14835,"Fashion,Phones,Consumer Durables"
14840,"Gaming,Phones,Books"
14841,"Fashion,Toys,Books"
14843,"Toys,Fashion,Books"
14846,"Phones,Toys,Board Games"
14847,"Fashion,Phones,Toys"
14850,"Phones,Fashion,Gaming"
14853,"Fashion,Toys,Phones"
14856,"Fashion,Gaming,Home Decor"
14859,"Fashion,Phones,Toys"
14860,"Fashion,Phones,Books"
14861,"Phones,Fashion,Gaming"
14862,"Fashion,Phones,Toys"
14863,"Home Decor,Phones,Beauty Products"
14864,"Home Decor,Phones,Fashion"
14865,"Phones,Fashion,Toys"
14867,"Toys,Phones,Fashion"
14869,"Back to School,Phones,Home Decor"
14870,"Fashion,Phones,Gaming"
14873,"Phones,Home Decor,Fashion"
14875,"Phones,Toys,Home Decor"
14878,"Phones,Toys,Books"
14879,"Phones,Gaming,Fashion"
14880,"Back to School,Fashion,Toys"
14882,"Fashion,Phones,Pet Supplies"
14885,"Fashion,Back to School,Phones"
14886,"Fashion,Phones,Beauty Products"
14887,"Fashion,Home Decor,Phones"
14889,"Phones,Gaming,Fashion"
14890,"Fashion,Gaming,Phones"
14892,"Home Decor,Fashion,Phones"
14896,"Phones,Back to School,Home Decor"
14900,"Phones,Fashion,Home Decor"
14903,"Fashion,Phones,Home Decor"
14908,"Phones,Toys,Kitchen cleaning Supplies"
14916,"Phones,Pet Supplies,Fashion"
14917,"Fashion,Phones,Gaming"
14921,"Phones,Gaming,Groceries"
14923,"Phones,Home Decor,Pet Supplies"
14925,"Fashion,Groceries,Phones"
14928,"Phones,Fashion,Toys"
14930,"Phones,Fashion,Gaming"
14933,"Phones,Home Decor,Back to School"
14934,"Phones,Fashion,Toys"
14935,"Fashion,Phones,Laptops"
14938,"Phones,Toys,Fashion"
14941,"Fashion,Toys,TVs"
14947,"Phones,Home Decor,Toys"
14949,"Phones,Toys,Fashion"
14950,"Back to School,Fashion,Phones"
14953,"Fashion,Phones,Toys"
14955,"Phones,Toys,Fitness"
14957,"Phones,Painiting Supplies,Toys"
14959,"Phones,Gaming,Home Decor"
14962,"Phones,Back to School,Home Decor"
14963,"Phones,Toys,Fashion"
14967,"Phones,Toys,Home Decor"
14969,"Fashion,Toys,Phones"
14971,"Fashion,Phones,Toys"
14976,"Fashion,Phones,Toys"
14978,"Phones,Fashion,Gaming"
14980,"Phones,Fashion,Toys"
14981,"Toys,Fitness,Gaming"
14985,"Groceries,Gaming,Home Decor"
14989,"Fashion,Toys,Phones"
14991,"Phones,Beauty Products,Fashion"
14995,"Toys,Phones,Groceries"
14996,"Home Decor,Toys,Beauty Products"
14997,"Back to School,Phones,Kitchen cleaning Supplies"
14998,"Phones,Fashion,Gaming"
15002,"Gaming,Phones,Fashion"
15005,"Toys,Home Decor,Fashion"
15009,"Phones,Toys,Fashion"
15010,"Fashion,Phones,Books"
15011,"Phones,Home Decor,Fashion"
15012,"Home Decor,Back to School,Phones"
15013,"Pet Supplies,Toys,Ereaders"
15014,"Fashion,Home Decor,Toys"
15017,"Phones,Toys,Home Decor"
15019,"Phones,Fashion,Toys"
15022,"Phones,Home Decor,Fashion"
15025,"Phones,Home Decor,Fashion"
15030,"Back to School,Phones,Home Decor"
15032,"Phones,Fashion,Back to School"
15033,"Toys,Fitness,Phones"
15035,"Phones,Gaming,Fashion"
15037,"Fashion,Phones,Toys"
15038,"Phones,Toys,Fitness"
15039,"Phones,Fashion,Toys"
15043,"Phones,Toys,Consumer Durables"
15045,"Fashion,Phones,Gaming"
15051,"Phones,Fashion,Home Decor"
15054,"Back to School,Phones,Home Decor"
15056,"Phones,Back to School,Kitchen cleaning Supplies"
15057,"Phones,Fashion,Toys"
15060,"Toys,Phones,Home Decor"
15072,"Gaming,Phones,Groceries"
15073,"Phones,Fashion,Home Decor"
15074,"Toys,Phones,Back to School"
15076,"Phones,Toys,TVs"
15079,"Phones,Fashion,Back to School"
15080,"Fashion,Phones,Toys"
15083,"Phones,Fashion,Back to School"
15085,"Back to School,Phones,Home Decor"
15088,"Phones,Toys,Home Decor"
15090,"Fashion,Phones,Home Decor"
15095,"Phones,Toys,Fashion"
15097,"Toys,Phones,Home Decor"
15098,"Fashion,Back to School,TVs"
15100,"Phones,Gaming,Fashion"
15102,"Phones,Fashion,Gaming"
15105,"Phones,Fashion,Toys"
15106,"Phones,Toys,Books"
15108,"Phones,Home Decor,Fashion"
15109,"Back to School,Phones,Fashion"
15111,"Fashion,Gaming,Phones"
15112,"Phones,Fashion,Consumer Durables"
15113,"Home Decor,Toys,Fashion"
15116,"Phones,Fashion,Home Decor"
15120,"Phones,Home Decor,Fashion"
15121,"Fashion,Phones,Toys"
15122,"Phones,Fashion,Toys"
15124,"Phones,Back to School,Fashion"
15127,"Fashion,Phones,Toys"
15128,"Phones,Fashion,Gaming"
15129,"Phones,Pet Supplies,Fashion"
15130,"Home Decor,Phones,Gaming"
15132,"Fashion,Phones,Fitness"
15133,"Fashion,Board Games,Home Decor"
15135,"Phones,Fashion,Painiting Supplies"
15136,"Phones,Toys,Painiting Supplies"
15141,"Toys,Fashion,Back to School"
15144,"Fashion,Toys,Home Decor"
15149,"Fashion,Home Decor,Phones"
15154,"Phones,Books,Groceries"
15155,"Toys,Home Decor,Fitness"
15157,"Fashion,Home Decor,Groceries"
15159,"Phones,Fashion,Toys"
15160,"Back to School,Phones,Consumer Durables"
15163,"Fashion,Phones,Toys"
15166,"Phones,Toys,Home Decor"
15168,"Fashion,Phones,Groceries"
15173,"Toys,Phones,Home Decor"
15176,"Phones,Fashion,Home Decor"
15179,"Toys,Pet Supplies,Books"
15181,"Toys,Phones,Beauty Products"
15182,"Toys,Home Decor,Fashion"
15184,"Phones,Fashion,Groceries"
15186,"Back to School,Beauty Products,Fashion"
15189,"Gaming,Phones,Books"
15191,"Phones,Home Decor,Fashion"
15194,"Kitchen cleaning Supplies,Toys,Fitness"
15195,"Phones,Toys,Fashion"
15198,"Home Decor,Phones,Fashion"
15200,"Groceries,Toys,Beauty Products"
15202,"Phones,Fashion,Laptops"
15203,"Home Decor,Fashion,Phones"
15204,"Phones,Home Decor,Fashion"
15205,"Fashion,Phones,Toys"
15209,"Gaming,Fashion,TVs"
15210,"Phones,Toys,Board Games"
15211,"Back to School,Fashion,Phones"
15214,"Fashion,Toys,Phones"
15220,"Phones,Fashion,Pet Supplies"
